,CVE_ID,Description,baseScore,exploitabilityScore,impactScore
698,CVE-2018-8479,"A spoofing vulnerability exists for the Azure IoT Device Provisioning for the C SDK library using the HTTP protocol on Windows platform, aka ""Azure IoT SDK Spoofing Vulnerability."" This affects C SDK.",5.6,2.2,3.4
699,CVE-2018-8481,"An information disclosure vulnerability exists when Windows Media Player improperly discloses file information, aka ""Windows Media Player Information Disclosure Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2019, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers. This CVE ID is unique from CVE-2018-8482.",3.1,1.6,1.4
700,CVE-2018-8482,"An information disclosure vulnerability exists when Windows Media Player improperly discloses file information, aka ""Windows Media Player Information Disclosure Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2019, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers. This CVE ID is unique from CVE-2018-8481.",3.1,1.6,1.4
701,CVE-2018-8484,"An elevation of privilege vulnerability exists when the DirectX Graphics Kernel (DXGKRNL) driver improperly handles objects in memory, aka ""DirectX Graphics Kernel Elevation of Privilege Vulnerability."" This affects Windows Server 2012 R2, Windows RT 8.1, Windows Server 2012, Windows Server 2019, Windows Server 2016, Windows 8.1, Windows 10, Windows 10 Servers.",7.8,1.8,5.9
702,CVE-2018-8485,"An elevation of privilege vulnerability exists when DirectX improperly handles objects in memory, aka ""DirectX Elevation of Privilege Vulnerability."" This affects Windows Server 2012 R2, Windows RT 8.1, Windows Server 2012, Windows Server 2019, Windows Server 2016, Windows 8.1, Windows 10, Windows 10 Servers. This CVE ID is unique from CVE-2018-8554, CVE-2018-8561.",7.8,1.8,5.9
703,CVE-2018-8486,"An information disclosure vulnerability exists when DirectX improperly handles objects in memory, aka ""DirectX Information Disclosure Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2019, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers.",5.5,1.8,3.6
704,CVE-2018-8489,"A remote code execution vulnerability exists when Windows Hyper-V on a host server fails to properly validate input from an authenticated user on a guest operating system, aka ""Windows Hyper-V Remote Code Execution Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2019, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers. This CVE ID is unique from CVE-2018-8490.",8.4,1.7,6
705,CVE-2018-8490,"A remote code execution vulnerability exists when Windows Hyper-V on a host server fails to properly validate input from an authenticated user on a guest operating system, aka ""Windows Hyper-V Remote Code Execution Vulnerability."" This affects Windows Server 2016, Windows 10, Windows Server 2019, Windows 10 Servers. This CVE ID is unique from CVE-2018-8489.",8.4,1.7,6
706,CVE-2018-8492,"A security feature bypass vulnerability exists in Device Guard that could allow an attacker to inject malicious code into a Windows PowerShell session, aka ""Device Guard Code Integrity Policy Security Feature Bypass Vulnerability."" This affects Windows Server 2016, Windows 10, Windows Server 2019, Windows 10 Servers.",5.3,1.8,3.4
707,CVE-2018-8493,"An information disclosure vulnerability exists when the Windows TCP/IP stack improperly handles fragmented IP packets, aka ""Windows TCP/IP Information Disclosure Vulnerability."" This affects Windows Server 2012 R2, Windows RT 8.1, Windows Server 2016, Windows 8.1, Windows 10, Windows 10 Servers.",7.5,3.9,3.6
708,CVE-2018-8494,"A remote code execution vulnerability exists when the Microsoft XML Core Services MSXML parser processes user input, aka ""MS XML Remote Code Execution Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2019, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers.",8.8,2.8,5.9
709,CVE-2018-8495,"A remote code execution vulnerability exists when Windows Shell improperly handles URIs, aka ""Windows Shell Remote Code Execution Vulnerability."" This affects Windows Server 2016, Windows 10, Windows 10 Servers.",7.5,1.6,5.9
710,CVE-2018-8497,"An elevation of privilege vulnerability exists in the way that the Windows Kernel handles objects in memory, aka ""Windows Kernel Elevation of Privilege Vulnerability."" This affects Windows Server 2016, Windows 10, Windows Server 2019, Windows 10 Servers.",7.8,1.8,5.9
711,CVE-2018-8506,"An Information Disclosure vulnerability exists in the way that Microsoft Windows Codecs Library handles objects in memory, aka ""Microsoft Windows Codecs Library Information Disclosure Vulnerability."" This affects Windows 10 Servers, Windows 10, Windows Server 2019.",5.5,1.8,3.6
712,CVE-2018-8514,"An information disclosure vulnerability exists when Remote Procedure Call runtime improperly initializes objects in memory, aka ""Remote Procedure Call runtime Information Disclosure Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2019, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers.",5.5,1.8,3.6
713,CVE-2018-8544,"A remote code execution vulnerability exists in the way that the VBScript engine handles objects in memory, aka ""Windows VBScript Engine Remote Code Execution Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2019, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers.",8.8,2.8,5.9
714,CVE-2018-8547,"A cross-site-scripting (XSS) vulnerability exists when an open source customization for Microsoft Active Directory Federation Services (AD FS) does not properly sanitize a specially crafted web request to an affected AD FS server, aka ""Active Directory Federation Services XSS Vulnerability."" This affects Windows Server 2012 R2, Windows RT 8.1, Windows Server 2019, Windows Server 2016, Windows 8.1, Windows 10, Windows 10 Servers.",5.4,2.3,2.7
715,CVE-2018-8549,"A security feature bypass exists when Windows incorrectly validates kernel driver signatures, aka ""Windows Security Feature Bypass Vulnerability."" This affects Windows Server 2012 R2, Windows RT 8.1, Windows Server 2012, Windows Server 2019, Windows Server 2016, Windows 8.1, Windows 10, Windows 10 Servers.",5.5,1.8,3.6
716,CVE-2018-8550,"An elevation of privilege exists in Windows COM Aggregate Marshaler, aka ""Windows COM Elevation of Privilege Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2019, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers.",7.8,1.8,5.9
717,CVE-2018-8552,"An information disclosure vulnerability exists when VBScript improperly discloses the contents of its memory, which could provide an attacker with information to further compromise the user's computer or data, aka ""Windows Scripting Engine Memory Corruption Vulnerability."" This affects Internet Explorer 9, Internet Explorer 11, Internet Explorer 10.",7.5,1.6,5.9
718,CVE-2018-8553,"A remote code execution vulnerability exists in the way that Microsoft Graphics Components handle objects in memory, aka ""Microsoft Graphics Components Remote Code Execution Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10.",7.8,1.8,5.9
719,CVE-2018-8554,"An elevation of privilege vulnerability exists when DirectX improperly handles objects in memory, aka ""DirectX Elevation of Privilege Vulnerability."" This affects Windows 10 Servers, Windows 10, Windows Server 2019. This CVE ID is unique from CVE-2018-8485, CVE-2018-8561.",7.8,1.8,5.9
720,CVE-2018-8561,"An elevation of privilege vulnerability exists when DirectX improperly handles objects in memory, aka ""DirectX Elevation of Privilege Vulnerability."" This affects Windows Server 2012 R2, Windows RT 8.1, Windows Server 2012, Windows Server 2019, Windows Server 2016, Windows 8.1, Windows 10, Windows 10 Servers. This CVE ID is unique from CVE-2018-8485, CVE-2018-8554.",7.8,1.8,5.9
721,CVE-2018-8562,"An elevation of privilege vulnerability exists in Windows when the Win32k component fails to properly handle objects in memory, aka ""Win32k Elevation of Privilege Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2019, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers.",7.8,1.8,5.9
722,CVE-2018-8563,"An information disclosure vulnerability exists when DirectX improperly handles objects in memory, aka ""DirectX Information Disclosure Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2012, Windows 8.1, Windows Server 2008 R2.",5.5,1.8,3.6
723,CVE-2018-8565,"An information disclosure vulnerability exists when the win32k component improperly provides kernel information, aka ""Win32k Information Disclosure Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers.",5.5,1.8,3.6
724,CVE-2018-8566,"A security feature bypass vulnerability exists when Windows improperly suspends BitLocker Device Encryption, aka ""BitLocker Security Feature Bypass Vulnerability."" This affects Windows Server 2016, Windows 10, Windows Server 2019, Windows 10 Servers.",4.6,0.9,3.6
725,CVE-2018-8584,"An elevation of privilege vulnerability exists when Windows improperly handles calls to Advanced Local Procedure Call (ALPC), aka ""Windows ALPC Elevation of Privilege Vulnerability."" This affects Windows Server 2016, Windows 10, Windows Server 2019, Windows 10 Servers.",7.8,1.8,5.9
726,CVE-2018-8589,"An elevation of privilege vulnerability exists when Windows improperly handles calls to Win32k.sys, aka ""Windows Win32k Elevation of Privilege Vulnerability."" This affects Windows Server 2008, Windows 7, Windows Server 2008 R2.",7.8,1.8,5.9
727,CVE-2018-8592,"An elevation of privilege vulnerability exists in Windows 10 version 1809 when installed from physical media (USB, DVD, etc, aka ""Windows Elevation Of Privilege Vulnerability."" This affects Windows 10, Windows Server 2019.",6.4,0.5,5.9
728,CVE-2018-8595,"An information disclosure vulnerability exists when the Windows GDI component improperly discloses the contents of its memory, aka ""Windows GDI Information Disclosure Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2019, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers. This CVE ID is unique from CVE-2018-8596.",6.5,2.8,3.6
729,CVE-2018-8596,"An information disclosure vulnerability exists when the Windows GDI component improperly discloses the contents of its memory, aka ""Windows GDI Information Disclosure Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2019, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers. This CVE ID is unique from CVE-2018-8595.",6.5,2.8,3.6
730,CVE-2018-8599,"An elevation of privilege vulnerability exists when the Diagnostics Hub Standard Collector Service improperly impersonates certain file operations, aka ""Diagnostics Hub Standard Collector Service Elevation of Privilege Vulnerability."" This affects Microsoft Visual Studio, Windows Server 2019, Windows Server 2016, Windows 10, Windows 10 Servers.",7.8,1.8,5.9
731,CVE-2018-8611,"An elevation of privilege vulnerability exists when the Windows kernel fails to properly handle objects in memory, aka ""Windows Kernel Elevation of Privilege Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2019, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers.",7.8,1.8,5.9
732,CVE-2018-8612,"A Denial Of Service vulnerability exists when Connected User Experiences and Telemetry Service fails to validate certain function values, aka ""Connected User Experiences and Telemetry Service Denial of Service Vulnerability."" This affects Windows Server 2016, Windows 10, Windows Server 2019, Windows 10 Servers.",5.5,1.8,3.6
733,CVE-2018-8621,"An information disclosure vulnerability exists when the Windows kernel improperly handles objects in memory, aka ""Windows Kernel Information Disclosure Vulnerability."" This affects Windows Server 2012, Windows 7, Windows Server 2008 R2. This CVE ID is unique from CVE-2018-8477, CVE-2018-8622.",5.5,1.8,3.6
734,CVE-2018-8622,"An information disclosure vulnerability exists when the Windows kernel improperly handles objects in memory, aka ""Windows Kernel Information Disclosure Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2012, Windows 8.1, Windows Server 2008 R2. This CVE ID is unique from CVE-2018-8477, CVE-2018-8621.",5.5,1.8,3.6
735,CVE-2018-8625,"A remote code execution vulnerability exists in the way that the VBScript engine handles objects in memory, aka ""Windows VBScript Engine Remote Code Execution Vulnerability."" This affects Internet Explorer 9, Internet Explorer 11, Internet Explorer 10.",7.5,1.6,5.9
